'TOP',NOW(),''
'Updates',NOW(),''
'Company Names',NOW(),''
'Product Names',NOW(),''
'Company Departments',NOW(),''
'General Terms',NOW(),''
'Position Titles',NOW(),''
'IT Terminology',NOW(),''
'Abbreviations',NOW(),''
'In-House Terms',NOW(),''
'Set Phrases',NOW(),''
'General Phrases',NOW(),''
